title,company-name,location,type,salary_package,company_requirements
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",Full-time ,"₹33,471","LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Sainikpuri, Hyderabad, Telangana: Reliably commute or planning to relocate…"
Duty doctor,ES Hospital,"Villupuram, Tamil Nadu",Full-time," ₹20,000 - ₹45,000","Examine and diagnose patient conditions with the help of tests..
_Based on their findings, they prescribe treatment and medications to attempt to heal any…"
Female Visa Filing Officer,ESM India Educationals Pvt. Ltd.,"Chandigarh, Chandigarh",Permanent," From ₹15,000","We are looking for female candidates having prior experience in student visa filing/processing.*.
You will be getting incentives based on your performance apart…"
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Full-time ,"₹22,092","Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply.
Food and Accommodation is provided."
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",part-time," ₹30,000 - ₹35,000","Expected hours: 55 per week.
Total work: 1 year (Preferred)."
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Full-time,"₹18,924","Freshers may apply: 1 year (Preferred).
Candidate needs to have understanding of plans, sections and elevations.
Higher Secondary(12th Pass) (Preferred)."
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",Internship," ₹16,000 - ₹30,000","Previous work experience as an Office Executive.
Wanted Back office female fresher Any Degree immediately joining Good communication skill MS office knowledge *…"
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Permanent,"₹23,293","Able to face to deal with client.
Consoler must have knowledge about tourist visa, PR and study visa of all countries .
Job Types: Full-time, Permanent."
Digital Marketing Executive (Malappuram-Kerala),House Of Gateway LLP,"Malappuram, Kerala",Permanent," From ₹12,000","Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.).
Excellent understanding of digital marketing concepts and best…"
CAD Draughtsman(B.E Civil)-Facade Design,CSD FACADE SYSTEMS,"Chennai, Tamil Nadu",Part-time,"₹73,500",Ability to seek and obtain information clarification and feedback about drawings and to discuss project challenges with appropriate departments.
Duty doctor,ES Hospital,"Villupuram, Tamil Nadu",Full-time," ₹12,000 - ₹25,000","Examine and diagnose patient conditions with the help of tests..
_Based on their findings, they prescribe treatment and medications to attempt to heal any…"
Sampling Merchandiser,ETERNAL DESIGN PVT LTD,Delhi,Full-time," ₹25,000 - ₹38,000","And good knowledge in fashion industry how to make costing, dealing with vendors and handling Designers requirements.
Total work: 4 years (Preferred)."
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",part-time,"₹13,328","Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply.
Food and Accommodation is provided."
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",Full-time," From ₹15,000","Expected hours: 55 per week.
Total work: 1 year (Preferred)."
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Full-time ,"₹73,843","Freshers may apply: 1 year (Preferred).
Candidate needs to have understanding of plans, sections and elevations.
Higher Secondary(12th Pass) (Preferred)."
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",part-time," ₹30,000 - ₹35,000","Previous work experience as an Office Executive.
Wanted Back office female fresher Any Degree immediately joining Good communication skill MS office knowledge *…"
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",Full-time,"₹52,011","LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Sainikpuri, Hyderabad, Telangana: Reliably commute or planning to relocate…"
Sampling Merchandiser,ETERNAL DESIGN PVT LTD,Delhi,Full-time," ₹25,000 - ₹38,000","We are searching for a merchandiser post which is having more than 4+ experience in Hi fashion (Boutique house) industry only.
Total work: 4 years (Preferred)."
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Permanent,"₹52,603","Pay: ₹30,000.00 - ₹35,000.00 per month.
Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply."
Home Care Nurse,SRI KAUVERY MEDICAL CARE (INDIA) LIMITED,"Chennai, Tamil Nadu",Permanent," From ₹15,000","Provides direct, professional nursing care to a specified population of patients in an inpatient or an outpatient setting.
Total work: 1 year (Preferred)."
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",Full-time ,"₹30,127","Pay: From ₹12,000.00 per month.
To look after the patients.
Expected hours: 55 per week.
Total work: 1 year (Preferred)."
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Full-time,"₹26,221","Freshers may apply: 1 year (Preferred).
Pay: ₹12,000.00 - ₹25,000.00 per month.
Candidate needs to have understanding of plans, sections and elevations."
Hair Patch Technician - Delhi,Majestic Hair & Skin Clinic,"Delhi, Delhi",part-time," ₹30,000 - ₹35,000","If you are interested in either full-time (6 days a week) or part-time/freelance basis, you can apply.
How much salary (per month) are you getting in your…"
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Full-time," ₹16,000 - ₹30,000","Pay: ₹15,000.00 - ₹35,000.00 per month.
Able to face to deal with client.
Must have willing to handle clients.
Job Types: Full-time, Permanent."
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",part-time," From ₹12,000","Pay: From ₹10,000.00 per month.
LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Basic computer: 2 years (Preferred)."
Duty doctor,ES Hospital,"Villupuram, Tamil Nadu",Part-time,"₹78,619","Examine and diagnose patient conditions with the help of tests..
_Based on their findings, they prescribe treatment and medications to attempt to heal any…"
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",Permanent," From ₹15,000","Pay: From ₹12,000.00 per month.
To look after the patients.
Expected hours: 55 per week.
Total work: 1 year (Preferred)."
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Full-time ,"₹25,268","Freshers may apply: 1 year (Preferred).
Pay: ₹12,000.00 - ₹25,000.00 per month.
Candidate needs to have understanding of plans, sections and elevations."
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",Permanent," ₹30,000 - ₹35,000","Previous work experience as an Office Executive.
Pay: ₹10,000.00 - ₹12,000.00 per month.
Wanted Back office female fresher Any Degree immediately joining Good…"
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Full-time,"₹20,276","Pay: ₹15,000.00 - ₹35,000.00 per month.
Able to face to deal with client.
Must have willing to handle clients.
Job Types: Full-time, Permanent."
Digital Marketing Executive (Malappuram-Kerala),House Of Gateway LLP,"Malappuram, Kerala",Internship," From ₹12,000","Pay: ₹15,000.00 - ₹25,000.00 per month.
Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.)."
CAD Draughtsman(B.E Civil)-Facade Design,CSD FACADE SYSTEMS,"Chennai, Tamil Nadu",Part-time,"₹29,056","We have an exciting opportunity for a AutoCAD Draftsman to join our office in Ambattur.
Our commitment to exceptional quality and innovation has established us…"
Coding and Computer Teacher,AmazeHeads LLP,"Mumbai Central, Mumbai, Maharashtra",part-time," ₹12,000 - ₹25,000","Only those candidates can apply who:
Pay: ₹15,000.00 - ₹25,000.00 per month.
Selected Candidate's day-to-day responsibilities include:"
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Permanent,"₹76,917","Freshers may apply: 1 year (Preferred).
Candidate needs to have understanding of plans, sections and elevations.
Higher Secondary(12th Pass) (Preferred)."
Hair Patch Technician - Delhi,Majestic Hair & Skin Clinic,"Delhi, Delhi",Permanent," ₹30,000 - ₹35,000","If you are interested in either full-time (6 days a week) or part-time/freelance basis, you can apply.
Experience with female hair wigs, hair extensions, and…"
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Full-time," ₹16,000 - ₹30,000","Able to face to deal with client.
Consoler must have knowledge about tourist visa, PR and study visa of all countries .
Job Types: Full-time, Permanent."
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",Internship," From ₹12,000","LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Sainikpuri, Hyderabad, Telangana: Reliably commute or planning to relocate…"
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Full-time," ₹30,000 - ₹35,000","Freshers may apply: 1 year (Preferred).
Candidate needs to have understanding of plans, sections and elevations.
Higher Secondary(12th Pass) (Preferred)."
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",Full-time ,"₹42,232","Pay: From ₹10,000.00 per month.
LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Basic computer: 2 years (Preferred)."
Primary Science Teacher ( Malad W & Yari road),Orchids The International School3.1,"Andheri Railway Station, Mumbai, Maharashtra",Full-time,"₹31,885","Job Types: Full-time, Permanent.
Andheri Railway Station, Mumbai, Maharashtra: Reliably commute or planning to relocate before starting work (Required)."
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Internship," ₹18,000 - ₹27,000","Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply.
Food and Accommodation is provided."
Hair Patch Technician - Delhi,Majestic Hair & Skin Clinic,"Delhi, Delhi",part-time," From ₹15,000","If you are interested in either full-time (6 days a week) or part-time/freelance basis, you can apply.
Experience with female hair wigs, hair extensions, and…"
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Permanent," ₹30,000 - ₹35,000","Able to face to deal with client.
Consoler must have knowledge about tourist visa, PR and study visa of all countries .
Job Types: Full-time, Permanent."
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Permanent," ₹30,000 - ₹35,000","Pay: ₹30,000.00 - ₹35,000.00 per month.
Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply."
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",Full-time,"₹28,140","Pay: From ₹12,000.00 per month.
To look after the patients.
Expected hours: 55 per week.
Total work: 1 year (Preferred)."
Hair Patch Technician - Delhi,Majestic Hair & Skin Clinic,"Delhi, Delhi",part-time," From ₹12,000","If you are interested in either full-time (6 days a week) or part-time/freelance basis, you can apply.
How much salary (per month) are you getting in your…"
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",Part-time,"₹10,638","Previous work experience as an Office Executive.
Pay: ₹10,000.00 - ₹12,000.00 per month.
Wanted Back office female fresher Any Degree immediately joining Good…"
Digital Marketing Executive (Malappuram-Kerala),House Of Gateway LLP,"Malappuram, Kerala",Permanent," ₹12,000 - ₹25,000","Pay: ₹15,000.00 - ₹25,000.00 per month.
Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.)."
Primary Science Teacher (Female Only),Orchids The International School3.1,"Vikhroli, Mumbai, Maharashtra",part-time,"₹14,435","Keep an eye on the behavior and psychology of the students to understand any downfalls.
Pay: ₹15,000.00 - ₹25,000.00 per month."
Coding and Computer Teacher,AmazeHeads LLP,"Mumbai Central, Mumbai, Maharashtra",part-time," ₹20,000 - ₹45,000","Only those candidates can apply who:
Pay: ₹15,000.00 - ₹25,000.00 per month.
Selected Candidate's day-to-day responsibilities include:"
CAD Draughtsman(B.E Civil)-Facade Design,CSD FACADE SYSTEMS,"Chennai, Tamil Nadu",part-time," From ₹12,000",Ability to seek and obtain information clarification and feedback about drawings and to discuss project challenges with appropriate departments.
Coding and Computer Teacher,AmazeHeads LLP,"Mumbai Central, Mumbai, Maharashtra",Part-time,"₹56,871",A. To conduct Robotics and Coding classes during the school hours daily in the allocated Innovation Lab for KG to STD 9 or as may be discussed.
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",part-time," ₹12,000 - ₹25,000","LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Sainikpuri, Hyderabad, Telangana: Reliably commute or planning to relocate…"
Female Visa Filing Officer,ESM India Educationals Pvt. Ltd.,"Chandigarh, Chandigarh",Full-time," From ₹15,000","As a Visa Filing Executive you will be responsible for Admissions and Filing for USA, Canada, UK & Australia.*.
Pay: From ₹15,000.00 per month."
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Full-time ,"₹11,404","Pay: ₹30,000.00 - ₹35,000.00 per month.
Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply."
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",Full-time," ₹30,000 - ₹35,000","Pay: From ₹12,000.00 per month.
To look after the patients.
Expected hours: 55 per week.
Total work: 1 year (Preferred)."
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Full-time,"₹35,776","Freshers may apply: 1 year (Preferred).
Pay: ₹12,000.00 - ₹25,000.00 per month.
Candidate needs to have understanding of plans, sections and elevations."
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",part-time," ₹16,000 - ₹30,000","Previous work experience as an Office Executive.
Pay: ₹10,000.00 - ₹12,000.00 per month.
Wanted Back office female fresher Any Degree immediately joining Good…"
Primary Science Teacher ( Malad W & Yari road),Orchids The International School3.1,"Andheri Railway Station, Mumbai, Maharashtra",Full-time," ₹18,000 - ₹27,000","Should be an immediate joiner & should have excellent communication skills.
Should be a female & below the age of 45 years only.
Total work: 1 year (Preferred)."
Principal - Females Only,Orchids The International School3.1,"Chennai, Tamil Nadu",Permanent," ₹20,000 - ₹45,000",Ensure the information called for by the education department/ Central office is shared with them within timelines.
Primary Science Teacher (Female Only),Orchids The International School3.1,"Vikhroli, Mumbai, Maharashtra",Permanent,"₹25,092","Keep an eye on the behavior and psychology of the students to understand any downfalls.
Encourage student involvement in lessons and other activities related to…"
Sales & Marketing Executive,Justdial ltd3.3,"Erode, Tamil Nadu",Full-time," ₹20,000 - ₹30,000",Company name : Justdial Limited Please share the resumes to this number -9585041727 Designation: Business Development Executive Gender: Male - Freshers &…
Ayurvedic Doctor,Shreshtha Ayurveda,"Mumbai, Maharashtra",Internship,"₹12,947","Conduct comprehensive consultations with patients, Ayurvedic constitution (prakriti).
Provide accurate diagnoses based on Ayurvedic principles and determine…"
Female Visa Filing Officer,ESM India Educationals Pvt. Ltd.,"Chandigarh, Chandigarh",Internship," ₹12,000","We are looking for female candidates having prior experience in student visa filing/processing.*.
You will be getting incentives based on your performance apart…"
Digital Marketing Executive (Malappuram-Kerala),House Of Gateway LLP,"Malappuram, Kerala",Permanent," ₹45,000 - ₹1,00,000","Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.).
Excellent understanding of digital marketing concepts and best…"
Sales & Marketing Executive,BHARAT TENTS,"Hyderabad, Telangana",Full-time," ₹16,000 - ₹30,000","Daily Meet our product Targeted Customers (Tent Houses, Event Organisers, Farm Houses, Resort Owners, all Hospitality Businesses..etc)."
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",Internship," From ₹12,000","Previous work experience as an Office Executive.
Wanted Back office female fresher Any Degree immediately joining Good communication skill MS office knowledge *…"
Sales & Marketing Executive,BHARAT TENTS,"Hyderabad, Telangana",Full-time," ₹30,000 - ₹35,000","Daily Meet our product Targeted Customers (Tent Houses, Event Organisers, Farm Houses, Resort Owners, all Hospitality Businesses..etc)."
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",part-time," ₹16,000 - ₹30,000","Expected hours: 55 per week.
Total work: 1 year (Preferred)."
Sales & Marketing Executive,BHARAT TENTS,"Hyderabad, Telangana",Full-time," ₹45,000 - ₹55,000","Daily Meet our product Targeted Customers (Tent Houses, Event Organisers, Farm Houses, Resort Owners, all Hospitality Businesses..etc)."
Computer Faculty,Ganges Valley School,"Hyderabad, Telangana",Full-time," From ₹15,000","We are looking for dynamic and talented Computer Science Teachers to join our team and inspire our secondary students.
CBSE Schols: 3 years (Required)."
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Full-time," ₹45,000 - ₹55,000","Able to face to deal with client.
Consoler must have knowledge about tourist visa, PR and study visa of all countries .
Job Types: Full-time, Permanent."
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",Internship," ₹25,000 - ₹38,000","Expected hours: 55 per week.
Total work: 1 year (Preferred)."
Sales & Marketing Executive,BHARAT TENTS,"Hyderabad, Telangana",Internship," From ₹15,000","Daily Meet our product Targeted Customers (Tent Houses, Event Organisers, Farm Houses, Resort Owners, all Hospitality Businesses..etc)."
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",Full-time,"₹26,756","Expected hours: 55 per week.
Total work: 1 year (Preferred)."
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",Permanent," ₹25,000 - ₹38,000","Pay: From ₹12,000.00 per month.
To look after the patients.
Expected hours: 55 per week.
Total work: 1 year (Preferred)."
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Full-time,"₹52,874","Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply.
Food and Accommodation is provided."
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Full-time,"₹41,043","Pay: ₹30,000.00 - ₹35,000.00 per month.
Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply."
Computer Faculty,Ganges Valley School,"Hyderabad, Telangana",Full-time," ₹30,000 - ₹35,000","If you are an enthusiastic and innovative educator with a passion for computer science, we would love to hear from you.
CBSE Schols: 3 years (Required)."
Hair Patch Technician - Delhi,Majestic Hair & Skin Clinic,"Delhi, Delhi",part-time," From ₹15,000","If you are interested in either full-time (6 days a week) or part-time/freelance basis, you can apply.
How much salary (per month) are you getting in your…"
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Internship," ₹45,000 - ₹55,000","Pay: ₹15,000.00 - ₹35,000.00 per month.
Able to face to deal with client.
Must have willing to handle clients.
Job Types: Full-time, Permanent."
Home Care Nurse,SRI KAUVERY MEDICAL CARE (INDIA) LIMITED,"Chennai, Tamil Nadu",Permanent," ₹30,000 - ₹35,000","Provides direct, professional nursing care to a specified population of patients in an inpatient or an outpatient setting.
Total work: 1 year (Preferred)."
Principal - Females Only,Orchids The International School3.1,"Chennai, Tamil Nadu",Permanent," ₹12,000 - ₹25,000",Ensure the information called for by the education department/ Central office is shared with them within timelines.
Pre Primary Teacher,Orchids The International School3.1,"Gurugram, Haryana",Internship," ₹19,000 - ₹30,000","Patience, creativity, and a passion for working with young children.
Should have relevant minimum 6 months of pre primary school teaching experience."
Female Visa Filing Officer,ESM India Educationals Pvt. Ltd.,"Chandigarh, Chandigarh",part-time," ₹25,000 - ₹38,000","We are looking for female candidates having prior experience in student visa filing/processing.*.
You will be getting incentives based on your performance apart…"
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Internship," From ₹15,000","Able to face to deal with client.
Consoler must have knowledge about tourist visa, PR and study visa of all countries .
Job Types: Full-time, Permanent."
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",part-time," ₹25,000 - ₹38,000","Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply.
Food and Accommodation is provided."
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",Internship," From ₹15,000","Previous work experience as an Office Executive.
Wanted Back office female fresher Any Degree immediately joining Good communication skill MS office knowledge *…"
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",Part-time,"₹27,129","LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Sainikpuri, Hyderabad, Telangana: Reliably commute or planning to relocate…"
CAD Draughtsman(B.E Civil)-Facade Design,CSD FACADE SYSTEMS,"Chennai, Tamil Nadu",Full-time," ₹20,000 - ₹45,000",Ability to seek and obtain information clarification and feedback about drawings and to discuss project challenges with appropriate departments.
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Full-time," From ₹15,000","Freshers may apply: 1 year (Preferred).
Candidate needs to have understanding of plans, sections and elevations.
Higher Secondary(12th Pass) (Preferred)."
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",Internship," ₹20,000 - ₹45,000","LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Sainikpuri, Hyderabad, Telangana: Reliably commute or planning to relocate…"
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",Full-time," ₹20,000 - ₹45,000","Previous work experience as an Office Executive.
Pay: ₹10,000.00 - ₹12,000.00 per month.
Wanted Back office female fresher Any Degree immediately joining Good…"
Coding and Computer Teacher,AmazeHeads LLP,"Mumbai Central, Mumbai, Maharashtra",Full-time," From ₹12,000","Only those candidates can apply who:
Pay: ₹15,000.00 - ₹25,000.00 per month.
Selected Candidate's day-to-day responsibilities include:"
PRT Maths Teacher,Alpha Group of Institutions4.7,"Porur, Chennai, Tamil Nadu",Part-time,"₹59,267","If you are an individual who shares our vision for transformative education and possesses the skills to inspire the next generation, we invite you to be a part…"
Hair Patch Technician - Delhi,Majestic Hair & Skin Clinic,"Delhi, Delhi",Internship," ₹25,000 - ₹38,000","If you are interested in either full-time (6 days a week) or part-time/freelance basis, you can apply.
Experience with female hair wigs, hair extensions, and…"
Digital Marketing Executive (Malappuram-Kerala),House Of Gateway LLP,"Malappuram, Kerala",part-time," From ₹15,000","Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.).
Excellent understanding of digital marketing concepts and best…"
Primary Science Teacher (Female Only),Orchids The International School3.1,"Vikhroli, Mumbai, Maharashtra",part-time," ₹20,000 - ₹45,000","Keep an eye on the behavior and psychology of the students to understand any downfalls.
Encourage student involvement in lessons and other activities related to…"
Coding and Computer Teacher,AmazeHeads LLP,"Mumbai Central, Mumbai, Maharashtra",Internship," From ₹12,000",A. To conduct Robotics and Coding classes during the school hours daily in the allocated Innovation Lab for KG to STD 9 or as may be discussed.
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",Full-time," ₹20,000 - ₹45,000","Previous work experience as an Office Executive.
Wanted Back office female fresher Any Degree immediately joining Good communication skill MS office knowledge *…"
Principal - Females Only,Orchids The International School3.1,"Pune, Maharashtra",Part-time,"₹72,570",Ensure the information called for by the education department/ Central office is shared with them within timelines.
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Internship," From ₹15,000","Freshers may apply: 1 year (Preferred).
Pay: ₹12,000.00 - ₹25,000.00 per month.
Candidate needs to have understanding of plans, sections and elevations."
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",Permanent," ₹20,000 - ₹45,000","Pay: From ₹10,000.00 per month.
LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Basic computer: 2 years (Preferred)."
Learning Facilitator || Chennai,company,"Chennai, Tamil Nadu",Part-time,"₹54,819","Kindly mention your current age.
Should be comfortable to visit multiple schools within the city.
Looking for a B.ED. fresher or graduate who has experience of…"
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Full-time," ₹20,000 - ₹45,000","Able to face to deal with client.
Consoler must have knowledge about tourist visa, PR and study visa of all countries .
Job Types: Full-time, Permanent."
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Full-time,"₹38,980","Able to face to deal with client.
Consoler must have knowledge about tourist visa, PR and study visa of all countries .
Job Types: Full-time, Permanent."
PRT Maths Teacher,Alpha Group of Institutions4.7,"Porur, Chennai, Tamil Nadu",Full-time," From ₹12,000","Foster a positive and inclusive classroom atmosphere that encourages active student participation and collaboration.
Total work: 1 year (Preferred)."
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",Permanent," From ₹15,000","Previous work experience as an Office Executive.
Pay: ₹10,000.00 - ₹12,000.00 per month.
Wanted Back office female fresher Any Degree immediately joining Good…"
Digital Marketing Executive (Malappuram-Kerala),House Of Gateway LLP,"Malappuram, Kerala",part-time," ₹20,000 - ₹45,000","Pay: ₹15,000.00 - ₹25,000.00 per month.
Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.)."
Scrub Nurse - Pondicherry,Be Well Hospitals Pvt Ltd4.3,"Chennai, Tamil Nadu",Full-time," From ₹12,000","Should collect the specimen including tissues, blood, fluid, or sputum in order to send the laboratory for further investigations to get the report of patient."
Scrub Nurse - Pondicherry,Be Well Hospitals Pvt Ltd4.3,"Chennai, Tamil Nadu",Part-time,"₹66,243","Should collect the specimen including tissues, blood, fluid, or sputum in order to send the laboratory for further investigations to get the report of patient."
Hair Patch Technician - Delhi,Majestic Hair & Skin Clinic,"Delhi, Delhi",part-time," ₹16,000 - ₹30,000","If you are interested in either full-time (6 days a week) or part-time/freelance basis, you can apply.
How much salary (per month) are you getting in your…"
Digital Marketing Executive (Malappuram-Kerala),House Of Gateway LLP,"Malappuram, Kerala",Part-time,"₹37,702","Pay: ₹15,000.00 - ₹25,000.00 per month.
Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.)."
CAD Draughtsman(B.E Civil)-Facade Design,CSD FACADE SYSTEMS,"Chennai, Tamil Nadu",Permanent," ₹12,000 - ₹25,000",Ability to seek and obtain information clarification and feedback about drawings and to discuss project challenges with appropriate departments.
Duty doctor,ES Hospital,"Villupuram, Tamil Nadu",Permanent," ₹30,000 - ₹35,000","Examine and diagnose patient conditions with the help of tests..
_Based on their findings, they prescribe treatment and medications to attempt to heal any…"
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",Full-time,"₹49,046","LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Sainikpuri, Hyderabad, Telangana: Reliably commute or planning to relocate…"
Coding and Computer Teacher,AmazeHeads LLP,"Mumbai Central, Mumbai, Maharashtra",part-time," ₹30,000 - ₹35,000",A. To conduct Robotics and Coding classes during the school hours daily in the allocated Innovation Lab for KG to STD 9 or as may be discussed.
Hair Patch Technician - Delhi,Majestic Hair & Skin Clinic,"Delhi, Delhi",Permanent," ₹16,000 - ₹30,000","If you are interested in either full-time (6 days a week) or part-time/freelance basis, you can apply.
Experience with female hair wigs, hair extensions, and…"
Digital Marketing Executive (Malappuram-Kerala),House Of Gateway LLP,"Malappuram, Kerala",Part-time,"₹42,351","Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.).
Excellent understanding of digital marketing concepts and best…"
Hair Patch Technician - Delhi,Majestic Hair & Skin Clinic,"Delhi, Delhi",part-time," ₹45,000 - ₹55,000","If you are interested in either full-time (6 days a week) or part-time/freelance basis, you can apply.
Experience with female hair wigs, hair extensions, and…"
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Permanent," ₹16,000 - ₹30,000","Freshers may apply: 1 year (Preferred).
Pay: ₹12,000.00 - ₹25,000.00 per month.
Candidate needs to have understanding of plans, sections and elevations."
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",Internship," From ₹12,000","Previous work experience as an Office Executive.
Pay: ₹10,000.00 - ₹12,000.00 per month.
Wanted Back office female fresher Any Degree immediately joining Good…"
